season,FTHG,FTAG,FTR,HomeStreak5,AwayStreak5,matchid,HomeStreak3,AwayStreak3,PointsHome,PointsAway,HomeResult5,AwayResult5,AwayScored,AwayConceded,HomeConceded,HomeScored,DifH,DifA,DifPoints,HV5,AV5,HV3,AV3
1213,1,2,A,2,2,759,0,1,36,69,2,6,65,38,55,35,-20,27,-33,0,0,0,0
1213,2,2,D,1,2,760,1,1,39,55,3,8,48,44,53,44,-9,4,-16,0,0,0,0
1415,0,1,A,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,2,0,H,0,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,0,0,D,0,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,1,0,H,0,0,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,1,2,A,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,3,1,H,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,1,1,D,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,1,1,D,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,0,0,D,0,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,2,0,H,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,0,1,A,0,1,771,0,1,0,3,0,3,2,0,2,0,-2,2,-3,0,0,0,0
1415,2,0,H,1,1,772,1,1,3,3,0,3,2,0,0,1,1,2,0,0,0,0,0
1415,1,2,A,0,0,773,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
1415,0,0,D,0,0,774,0,0,0,0,0,0,1,2,2,0,-2,-1,0,0,0,0,0
1415,7,0,H,0,0,775,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1415,3,0,H,0,1,776,0,1,0,3,0,3,1,0,3,1,-2,1,-3,0,0,0,0
1415,0,1,A,1,0,777,1,0,3,0,0,0,0,1,1,2,1,-1,3,0,0,0,0
1415,4,5,A,0,1,778,0,1,0,3,0,3,3,1,1,0,-1,2,-3,0,0,0,0
1415,2,0,H,0,0,779,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
1415,2,1,H,0,0,780,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1415,2,2,D,1,0,781,1,0,3,0,0,0,0,3,3,1,-2,-3,3,0,0,0,0
1415,0,1,A,2,2,782,2,2,6,6,0,6,3,0,5,8,3,3,0,0,0,0,0
1415,0,1,A,1,0,783,1,0,4,1,1,1,0,2,1,2,1,-2,3,0,0,0,0
1415,2,3,A,1,0,784,1,0,3,0,0,0,4,6,1,1,0,-2,3,0,0,0,0
1415,1,0,H,0,1,785,0,1,1,3,1,3,4,3,2,1,-1,1,-2,0,0,0,0
1415,1,1,D,0,1,786,0,1,1,4,1,4,7,0,3,2,-1,7,-3,0,0,0,0
1415,2,0,H,2,0,787,2,0,6,1,0,1,2,3,0,3,3,-1,5,0,0,0,0
1415,0,0,D,0,1,788,0,1,1,4,1,4,3,1,8,1,-7,2,-3,0,0,0,0
1415,0,1,A,0,1,789,0,1,1,4,1,4,2,1,2,0,-2,1,-3,0,0,0,0
1415,1,0,H,1,1,790,1,1,3,3,0,3,2,2,2,2,0,0,0,0,0,0,0
1415,2,2,D,0,2,791,0,2,1,6,1,6,8,6,5,2,-3,2,-5,0,0,0,0
1415,1,2,A,0,0,792,0,0,1,1,1,1,0,3,5,2,-3,-3,0,0,0,0,0
1415,0,0,D,1,0,793,1,0,4,2,1,2,1,8,2,1,-1,-7,2,0,0,0,0
1415,2,0,H,1,1,794,1,1,5,4,2,4,2,2,1,8,7,0,1,0,0,0,0
1415,3,0,H,3,1,795,3,1,9,4,0,4,3,5,0,4,4,-2,5,0,0,1,0
1415,3,3,D,1,0,796,1,0,3,2,0,2,3,4,3,2,-1,-1,1,0,0,0,0
1415,1,2,A,1,3,797,1,3,3,9,0,9,5,0,8,7,-1,5,-6,0,0,0,1
1415,2,1,H,1,1,798,1,1,5,3,2,3,3,4,1,3,2,-1,2,0,0,0,0
1415,2,2,D,2,1,799,2,1,7,4,1,4,2,2,1,3,2,0,3,0,0,0,0
1415,0,1,A,1,2,800,1,2,3,6,0,6,3,2,4,4,0,1,-3,0,0,0,0
1415,0,3,A,1,4,801,1,3,4,12,1,12,7,0,4,2,-2,7,-8,0,0,0,1
1415,2,0,H,4,2,802,3,2,12,8,0,8,5,3,1,7,6,2,4,0,0,1,0
1415,1,1,D,1,2,803,1,2,4,7,1,7,10,8,8,3,-5,2,-3,0,0,0,0
1415,1,1,D,1,0,804,1,0,3,2,0,2,4,7,6,4,-2,-3,1,0,0,0,0
1415,0,1,A,1,2,805,1,1,5,8,2,8,5,2,4,4,0,3,-3,0,0,0,0
1415,1,4,A,2,0,806,1,0,8,1,2,1,3,7,1,10,9,-4,7,0,0,0,0
1415,0,1,A,0,1,807,0,1,3,4,3,4,5,6,8,1,-7,-1,-1,0,0,0,0
1415,1,1,D,1,1,808,0,1,4,5,1,5,1,2,4,2,-2,-1,-1,0,0,0,0
1415,0,4,A,0,1,809,0,1,3,3,3,3,4,5,7,6,-1,-1,0,0,0,0,0
1415,4,2,H,3,1,810,2,1,9,3,0,3,8,10,2,4,2,-2,6,0,0,0,0
1415,2,0,H,2,1,811,2,1,8,4,2,4,5,7,9,11,2,-2,4,0,0,0,0
1415,1,0,H,2,1,812,2,0,8,4,2,4,7,8,5,5,0,-1,4,0,0,0,0
1415,3,0,H,0,0,813,0,0,3,3,3,3,6,11,8,5,-3,-5,0,0,0,0,0
1415,3,0,H,1,2,814,1,1,6,8,3,8,11,5,3,2,-1,6,-2,0,0,0,0
1415,3,2,H,5,5,815,3,3,15,15,0,15,9,1,0,10,10,8,0,1,1,1,1
1415,3,2,H,2,0,816,1,0,6,3,0,3,1,9,5,8,3,-8,3,0,0,0,0
1415,2,1,H,2,1,817,1,0,7,5,1,5,3,5,6,6,0,-2,2,0,0,0,0
1415,1,2,A,1,1,818,1,1,3,5,0,5,4,5,14,10,-4,-1,-2,0,0,0,0
1415,1,0,H,3,1,819,1,1,11,4,2,4,2,7,2,6,4,-5,7,0,0,0,0
1415,1,1,D,4,1,820,2,1,12,5,0,5,4,9,4,8,4,-5,7,0,0,0,0
1415,3,0,H,5,1,821,3,1,15,4,0,4,5,9,4,11,7,-4,11,1,0,1,0
1415,1,1,D,0,5,822,0,3,3,18,3,15,13,2,12,3,-9,11,-15,0,1,0,1
1415,1,0,H,1,1,823,1,1,4,3,1,3,11,16,8,2,-6,-5,1,0,0,0,0
1415,2,2,D,1,3,824,0,1,4,14,1,11,7,2,9,7,-2,5,-10,0,0,0,0
1415,0,2,A,1,2,825,1,1,9,9,3,6,11,7,3,5,2,4,0,0,0,0,0
1415,2,2,D,2,2,826,1,1,8,10,2,7,8,7,8,11,3,1,-2,0,0,0,0
1415,2,1,H,0,1,827,0,1,3,6,3,5,5,10,14,6,-8,-5,-3,0,0,0,0
1415,1,0,H,1,4,828,0,2,5,13,2,12,9,5,7,4,-3,4,-8,0,0,0,0
1415,1,3,A,2,2,829,2,2,11,11,2,8,13,9,5,6,1,4,0,0,0,0,0
1415,1,1,D,1,0,830,1,0,8,6,2,3,8,8,6,6,0,0,2,0,0,0,0
1415,0,4,A,0,1,831,0,0,7,5,3,4,9,11,9,9,0,-2,2,0,0,0,0
1415,1,3,A,1,0,832,1,0,3,4,0,3,4,13,17,11,-6,-9,-1,0,0,0,0
1415,0,0,D,3,5,833,1,3,15,18,2,15,14,4,4,9,5,10,-3,0,1,0,1
1415,0,1,A,1,2,834,1,1,6,9,2,8,13,10,12,6,-6,3,-3,0,0,0,0
1415,1,2,A,1,1,835,1,1,4,9,1,5,7,7,12,5,-7,0,-5,0,0,0,0
1415,2,0,H,5,0,836,3,0,19,6,0,3,8,15,3,14,11,-7,13,1,0,1,0
1415,2,1,H,2,1,837,1,0,12,8,0,5,5,7,7,13,6,-2,4,0,0,0,0
1415,1,1,D,2,1,838,2,1,14,9,2,6,5,5,10,16,6,0,5,0,0,0,0
1415,6,2,H,2,2,839,1,2,11,11,1,8,7,8,9,10,1,-1,0,0,0,0,0
1415,2,0,H,4,1,840,2,1,13,7,0,4,3,8,6,9,3,-5,6,0,0,0,0
1415,3,1,H,0,0,841,0,0,7,7,3,3,9,13,14,7,-7,-4,0,0,0,0,0
1415,1,1,D,1,2,842,1,1,7,14,1,7,16,11,10,3,-7,5,-7,0,0,0,0
1415,1,1,D,1,2,843,0,2,8,15,1,8,17,11,11,13,2,6,-7,0,0,0,0
1415,3,0,H,1,4,844,1,2,10,16,3,12,11,6,6,6,0,5,-6,0,0,0,0
1415,1,0,H,1,5,845,1,3,12,22,2,15,16,3,8,9,1,13,-10,0,1,0,1
1415,1,0,H,2,3,846,1,1,12,16,2,11,9,4,10,14,4,5,-4,0,0,0,0
1415,1,0,H,0,1,847,0,1,6,4,3,4,6,14,17,8,-9,-8,2,0,0,0,0
1415,2,0,H,5,1,848,3,1,19,6,0,5,6,13,4,14,10,-7,13,1,0,1,0
1415,1,0,H,1,1,849,0,1,8,3,2,3,12,20,9,6,-3,-8,5,0,0,0,0
1415,1,1,D,2,2,850,2,1,11,15,2,6,15,8,14,9,-5,7,-4,0,0,0,0
1415,0,2,A,0,5,851,0,3,7,22,3,15,16,4,16,10,-6,12,-15,0,1,0,1
1415,2,0,H,2,5,852,1,3,15,22,1,15,16,4,12,17,5,12,-7,0,1,0,1
1415,2,0,H,1,2,853,1,1,3,15,0,8,15,10,21,12,-9,5,-12,0,0,0,0
1415,0,0,D,1,0,854,1,0,4,10,1,3,10,15,15,6,-9,-5,-6,0,0,0,0
1415,0,2,A,2,0,855,2,0,16,9,2,3,9,17,12,18,6,-8,7,0,0,0,0
1415,3,1,H,3,1,856,1,1,16,13,2,6,9,6,5,9,4,3,3,0,0,0,0
1415,0,0,D,1,1,857,0,1,11,8,2,4,4,11,9,7,-2,-7,3,0,0,0,0
1415,2,4,A,4,1,858,2,1,16,15,0,5,10,8,9,11,2,2,1,0,0,0,0
1415,1,1,D,1,2,859,1,2,6,12,2,8,10,15,15,6,-9,-5,-6,0,0,0,0
1415,4,2,H,2,1,860,1,0,16,9,0,4,14,12,9,16,7,2,7,0,0,0,0
1415,2,2,D,3,2,861,1,2,19,16,2,8,18,14,6,12,6,4,3,0,0,0,0
1415,0,0,D,0,1,862,0,1,11,9,3,4,4,11,15,10,-5,-7,2,0,0,0,0
1415,1,1,D,1,1,863,0,1,9,18,1,5,14,10,16,16,0,4,-9,0,0,0,0
1415,2,1,H,1,1,864,1,1,5,7,1,5,7,16,15,6,-9,-9,-2,0,0,0,0
1415,2,1,H,0,2,865,0,1,7,19,3,6,20,11,18,10,-8,9,-12,0,0,0,0
1415,0,1,A,1,2,866,1,1,13,18,3,7,19,12,9,10,1,7,-5,0,0,0,0
1415,2,2,D,2,2,867,1,2,15,13,2,8,11,16,12,15,3,-5,2,0,0,0,0
1415,7,0,H,5,1,868,3,1,25,6,0,3,14,21,4,18,14,-7,19,1,0,1,0
1415,1,1,D,0,4,869,0,2,12,16,3,12,13,13,17,11,-6,0,-4,0,0,0,0
1415,3,0,H,5,1,870,3,0,22,12,0,5,7,9,6,16,10,-2,10,1,0,1,0
1415,1,2,A,1,5,871,1,3,10,25,1,15,19,6,11,4,-7,13,-15,0,1,0,1
1415,0,3,A,2,5,872,1,3,19,28,0,15,25,4,13,21,8,21,-9,0,1,0,1
1415,1,1,D,1,3,873,1,1,7,20,2,11,14,8,18,8,-10,6,-13,0,0,0,0
1415,1,1,D,2,2,874,2,1,17,16,2,8,17,14,16,20,4,3,1,0,0,0,0
1415,3,3,D,2,1,875,1,0,21,10,1,4,17,17,12,20,8,0,11,0,0,0,0
1415,0,2,A,1,0,876,1,0,6,10,0,3,12,19,28,14,-14,-7,-4,0,0,0,0
1415,0,1,A,1,0,877,0,0,12,12,2,3,10,15,12,7,-5,-5,0,0,0,0,0
1415,1,1,D,4,1,878,2,1,17,8,0,4,8,16,14,14,0,-8,9,0,0,0,0
1415,1,2,A,2,1,879,2,1,14,13,2,6,10,10,18,13,-5,0,1,0,0,0,0
1415,1,1,D,1,0,880,1,0,19,13,2,3,12,18,11,15,4,-6,6,0,0,0,0
1415,0,0,D,1,2,881,1,1,9,19,1,6,21,16,17,9,-8,5,-10,0,0,0,0
1415,2,1,H,0,2,882,0,2,15,14,3,8,14,20,15,11,-4,-6,1,0,0,0,0
1415,0,4,A,1,1,883,0,1,11,16,1,6,12,11,20,20,0,1,-5,0,0,0,0
1415,0,3,A,1,1,884,1,1,8,20,2,5,16,12,19,9,-10,4,-12,0,0,0,0
1415,0,0,D,0,1,885,0,1,13,10,3,4,5,13,19,14,-5,-8,3,0,0,0,0
1415,2,1,H,5,1,886,3,0,31,12,0,5,7,13,4,28,24,-6,19,1,0,1,0
1415,2,0,H,2,4,887,2,2,18,18,2,12,15,15,17,21,4,0,0,0,0,0,0
1415,2,1,H,0,1,888,0,1,14,6,3,3,14,30,19,13,-6,-16,8,0,0,0,0
1415,4,2,H,5,2,889,3,1,28,17,0,8,18,15,7,21,14,3,11,1,0,1,0
1415,1,1,D,3,2,890,1,1,21,22,2,7,23,15,9,15,6,8,-1,0,0,0,0
1415,0,0,D,1,5,891,1,3,19,34,3,15,30,5,11,16,5,25,-15,0,1,0,1
1415,2,2,D,5,0,892,3,0,31,18,0,3,13,16,9,25,16,-3,13,1,0,1,0
1415,2,2,D,1,0,893,0,0,12,17,2,3,15,20,15,8,-7,-5,-5,0,0,0,0
1415,3,2,H,1,1,894,1,1,11,8,1,5,9,22,13,5,-8,-13,3,0,0,0,0
1415,1,0,H,1,2,895,1,2,23,21,2,8,23,17,12,19,7,6,2,0,0,0,0
1415,1,2,A,2,4,896,1,2,17,18,2,12,15,17,19,20,1,-2,-1,0,0,0,0
1415,2,2,D,2,0,897,1,0,23,14,1,3,14,19,16,24,8,-5,9,0,0,0,0
1415,1,2,A,1,2,898,1,1,6,20,0,6,21,16,32,15,-17,5,-14,0,0,0,0
1415,0,2,A,1,1,899,0,1,11,10,1,4,9,17,24,20,-4,-8,1,0,0,0,0
1415,1,3,A,2,3,900,2,1,14,22,2,11,16,10,22,15,-7,6,-8,0,0,0,0
1415,3,0,H,2,1,901,1,1,23,14,0,4,8,15,17,23,6,-7,9,0,0,0,0
1415,2,1,H,0,0,902,0,0,18,19,3,3,15,18,22,17,-5,-3,-1,0,0,0,0
1415,1,4,A,1,1,903,1,1,8,20,2,6,16,11,25,11,-14,5,-12,0,0,0,0
1415,0,1,A,1,5,904,1,3,26,32,2,15,27,11,12,20,8,16,-6,0,1,0,1
1415,1,1,D,5,3,905,3,1,35,25,0,11,19,11,5,30,25,8,10,1,0,1,0
1415,2,0,H,2,2,906,2,1,21,24,2,7,26,18,18,23,5,8,-3,0,0,0,0
1415,0,0,D,1,1,907,1,0,6,11,0,4,20,26,34,16,-18,-6,-5,0,0,0,0
1415,1,2,A,4,2,908,2,2,21,14,0,8,16,25,18,17,-1,-9,7,0,0,0,0
1415,0,2,A,1,2,909,1,1,13,17,1,8,21,21,17,11,-6,0,-4,0,0,0,0
1415,0,0,D,0,1,910,0,0,15,13,3,5,10,17,21,16,-5,-7,2,0,0,0,0
1415,1,3,A,1,5,911,0,3,12,36,1,15,31,6,26,20,-6,25,-24,0,1,0,1
1415,2,0,H,2,1,912,1,1,24,7,1,3,16,34,20,26,6,-18,17,0,0,0,0
1415,0,0,D,5,2,913,3,2,35,24,0,8,25,18,11,28,17,7,11,1,0,1,0
1415,1,1,D,0,1,914,0,1,19,8,3,5,12,29,20,16,-4,-17,11,0,0,0,0
1415,3,3,D,1,0,915,1,0,14,21,1,3,19,23,18,8,-10,-4,-7,0,0,0,0
1415,1,1,D,1,0,916,1,0,23,16,3,3,16,21,12,20,8,-5,7,0,0,0,0
1415,2,2,D,2,2,917,1,1,20,26,2,6,26,17,21,23,2,9,-6,0,0,0,0
1415,2,2,D,3,4,918,1,2,26,21,2,12,18,20,12,20,8,-2,5,0,0,0,0
1415,2,1,H,1,1,919,0,1,14,26,2,5,20,13,17,10,-7,7,-12,0,0,0,0
1415,0,1,A,2,1,920,2,1,17,13,2,4,11,19,26,18,-8,-8,4,0,0,0,0
1415,3,0,H,2,3,921,1,1,27,27,0,11,22,14,19,28,9,8,0,0,0,0,0
1415,1,4,A,1,2,922,1,1,9,27,2,7,28,20,30,13,-17,8,-18,0,0,0,0
1415,0,0,D,1,1,923,1,0,16,17,1,5,12,18,19,12,-7,-6,-1,0,0,0,0
1415,0,0,D,0,2,924,0,2,17,17,3,8,18,27,22,17,-5,-9,0,0,0,0,0
1415,2,2,D,1,1,925,1,1,26,15,2,4,11,21,15,21,6,-10,11,0,0,0,0
1415,1,1,D,5,2,926,3,1,39,21,0,8,25,23,7,34,27,2,18,1,0,1,0
1415,1,2,A,2,0,927,2,0,25,20,2,3,17,21,18,25,7,-4,5,0,0,0,0
1415,5,0,H,0,1,928,0,0,22,12,3,4,21,29,26,22,-4,-8,10,0,0,0,0
1415,1,0,H,1,1,929,1,1,7,24,0,6,21,13,36,16,-20,8,-17,0,0,0,0
1415,0,1,A,4,5,930,2,3,22,36,0,15,28,11,22,20,-2,17,-14,0,1,0,1
1415,1,1,D,0,4,931,0,2,23,22,3,12,20,23,22,19,-3,-3,1,0,0,0,0
1415,1,1,D,1,2,932,0,2,18,25,2,8,26,20,18,12,-6,6,-7,0,0,0,0
1415,1,1,D,1,1,933,1,1,16,17,1,4,12,19,23,13,-10,-7,-1,0,0,0,0
1415,2,1,H,1,1,934,0,1,12,9,1,5,14,34,34,21,-13,-20,3,0,0,0,0
1415,4,3,H,1,0,935,1,0,24,25,3,3,27,26,14,21,7,1,-1,0,0,0,0
1415,3,1,H,2,1,936,1,1,22,27,2,5,23,17,24,26,2,6,-5,0,0,0,0
1415,1,3,A,2,5,937,1,3,30,40,1,15,35,8,21,32,11,27,-10,0,1,0,1
1415,2,2,D,5,2,938,3,1,39,30,0,6,31,19,11,29,18,12,9,1,0,1,0
1415,1,0,H,3,0,939,1,0,27,18,2,3,17,22,17,22,5,-5,9,0,0,0,0
1415,3,1,H,2,1,940,2,1,18,10,2,3,17,36,27,18,-9,-19,8,0,0,0,0
1415,0,0,D,0,2,941,0,1,18,25,3,8,29,25,23,17,-6,4,-7,0,0,0,0
1415,1,1,D,0,5,942,0,3,25,40,3,15,31,13,30,30,0,18,-15,0,1,0,1
1415,2,3,A,1,1,943,1,0,9,19,2,5,13,19,36,15,-21,-6,-10,0,0,0,0
1415,1,2,A,1,1,944,1,1,18,27,1,6,25,17,20,13,-7,8,-9,0,0,0,0
1415,3,3,D,1,0,945,1,0,27,24,2,3,20,23,20,24,4,-3,3,0,0,0,0
1415,4,0,H,5,2,946,3,2,43,21,0,8,21,28,9,38,29,-7,22,1,0,1,0
1415,0,1,A,2,2,947,1,1,31,30,0,7,33,24,21,33,12,9,1,0,0,0,0
1415,0,1,A,2,1,948,2,1,26,17,2,4,14,24,21,27,6,-10,9,0,0,0,0
1415,0,2,A,1,3,949,1,1,10,30,0,11,23,17,39,18,-21,6,-20,0,0,0,0
1415,2,2,D,4,1,950,2,0,23,15,0,4,23,35,24,21,-3,-12,8,0,0,0,0
1415,2,1,H,1,0,951,0,0,16,25,1,3,23,26,37,25,-12,-3,-9,0,0,0,0
1415,3,1,H,2,2,952,1,2,31,26,3,8,27,22,22,33,11,5,5,0,0,0,0
1415,1,1,D,1,5,953,1,3,30,41,6,15,32,14,18,27,9,18,-11,0,1,0,1
1415,0,1,A,2,1,954,1,0,26,22,2,5,16,21,25,29,4,-5,4,0,0,0,0
1415,2,0,H,5,1,955,3,1,46,18,0,4,14,22,9,42,33,-8,28,1,0,1,0
1415,1,2,A,1,1,956,1,1,10,9,3,5,17,39,41,18,-23,-22,1,0,0,0,0
1415,1,1,D,3,0,957,1,0,33,26,2,3,31,31,17,25,8,0,7,0,0,0,0
1415,1,0,H,2,1,958,2,1,21,20,2,4,15,24,32,21,-11,-9,1,0,0,0,0
1415,1,2,A,0,4,959,0,2,19,24,6,12,23,26,23,17,-6,-3,-5,0,0,0,0
1415,2,1,H,2,1,960,1,1,33,28,1,5,27,23,24,34,10,4,5,0,0,0,0
1415,1,1,D,1,1,961,1,1,28,31,2,6,28,19,25,28,3,9,-3,0,0,0,0
1415,1,1,D,5,0,962,3,0,42,19,0,3,18,25,15,33,18,-7,23,1,0,1,0
1415,2,1,H,1,1,963,1,0,20,19,1,4,27,38,25,15,-10,-11,1,0,0,0,0
1415,2,1,H,1,2,964,1,1,12,34,5,6,36,23,40,19,-21,13,-22,0,0,0,0
1415,1,2,A,1,2,965,1,1,18,36,1,7,36,25,24,14,-10,11,-18,0,0,0,0
1415,3,1,H,2,1,966,2,1,26,10,2,3,19,43,25,28,3,-24,16,0,0,0,0
1415,2,1,H,0,2,967,0,2,27,24,6,8,22,32,32,32,0,-10,3,0,0,0,0
1415,3,1,H,0,2,968,0,1,25,26,6,8,29,26,28,24,-4,3,-1,0,0,0,0
1415,5,1,H,1,3,969,0,1,25,34,5,11,26,18,21,17,-4,8,-9,0,0,0,0
1415,0,0,D,4,5,970,2,3,27,49,3,15,44,9,27,25,-2,35,-22,0,1,0,1
1415,3,1,H,5,2,971,3,2,50,29,0,8,31,26,9,44,35,5,21,1,0,1,0
1415,1,3,A,2,1,972,2,0,24,28,2,5,22,22,34,23,-11,0,-4,0,0,0,0
1415,1,2,A,1,5,973,0,3,19,43,4,15,34,16,40,28,-12,18,-24,0,1,0,1
1415,2,0,H,0,1,974,0,1,20,15,3,5,21,41,26,19,-7,-20,5,0,0,0,0
1415,3,2,H,1,1,975,1,1,32,23,3,4,17,26,20,29,9,-9,9,0,0,0,0
1415,3,0,H,2,0,976,1,0,26,30,2,3,34,33,29,30,1,1,-4,0,0,0,0
1415,3,1,H,2,4,977,1,2,39,28,4,12,25,27,26,38,12,-2,11,0,0,0,0
1415,1,1,D,3,0,978,1,0,34,28,2,3,27,29,23,27,4,-2,6,0,0,0,0
1415,0,1,A,2,1,979,1,1,34,29,3,5,29,26,25,37,12,3,5,0,0,0,0
1415,0,1,A,1,1,980,1,1,10,18,0,4,15,26,46,20,-26,-11,-8,0,0,0,0
1415,3,1,H,0,2,981,0,1,30,42,3,7,41,27,36,34,-2,14,-12,0,0,0,0
1415,1,3,A,0,1,982,0,1,29,35,3,6,32,22,30,28,-2,10,-6,0,0,0,0
1415,1,4,A,1,2,983,1,1,23,29,4,8,33,29,29,19,-10,4,-6,0,0,0,0
1415,2,2,D,1,5,984,1,3,15,53,5,15,47,10,43,21,-22,37,-38,0,1,0,1
1415,2,1,H,1,3,985,1,1,21,35,4,11,28,24,26,16,-10,4,-14,0,0,0,0
1415,5,2,H,1,2,986,1,2,32,24,2,8,24,37,26,30,4,-13,8,0,0,0,0
1415,1,1,D,2,0,987,2,0,29,23,2,3,21,26,29,32,3,-5,6,0,0,0,0
1415,0,0,D,5,1,988,3,1,46,10,0,3,20,47,17,36,19,-27,36,1,0,1,0
1415,1,1,D,1,1,989,0,0,31,19,2,4,29,42,23,25,2,-13,12,0,0,0,0
1415,0,1,A,4,2,990,2,1,28,34,0,6,37,26,30,26,-4,11,-6,0,0,0,0
1415,2,1,H,5,1,991,3,1,54,23,0,4,20,33,12,49,37,-13,31,1,0,1,0
1415,3,0,H,0,1,992,0,1,24,24,3,4,18,27,27,22,-5,-9,0,0,0,0,0
1415,1,1,D,1,1,993,1,0,38,32,3,5,26,24,23,35,12,2,6,0,0,0,0
1415,2,1,H,2,0,994,1,0,37,33,0,3,37,37,26,38,12,0,4,0,0,0,0
1415,2,0,H,2,1,995,2,1,30,16,2,5,23,45,30,33,3,-22,14,0,0,0,0
1415,1,1,D,2,5,996,2,3,24,47,5,15,36,17,42,26,-16,19,-23,0,1,0,1
1415,1,2,A,1,2,997,0,1,20,32,1,8,37,30,43,30,-13,7,-12,0,0,0,0
1415,2,0,H,2,0,998,1,0,42,29,1,3,29,33,30,42,12,-4,13,0,0,0,0
1415,1,1,D,3,1,999,1,1,35,35,2,5,35,28,26,29,3,7,0,0,0,0,0
1415,0,0,D,1,2,1000,1,2,24,33,1,8,35,30,30,18,-12,5,-9,0,0,0,0
1415,1,2,A,1,3,1001,1,1,23,36,1,11,30,27,35,21,-14,3,-13,0,0,0,0
1415,1,2,A,1,2,1002,0,2,20,25,1,8,27,43,45,31,-14,-16,-5,0,0,0,0
1415,1,0,H,1,4,1003,1,2,16,28,2,12,26,31,47,23,-24,-5,-12,0,0,0,0
1415,0,1,A,2,1,1004,1,1,35,39,2,6,36,24,31,39,8,12,-4,0,0,0,0
1415,0,0,D,0,0,1005,0,0,33,27,3,3,25,27,39,38,-1,-2,6,0,0,0,0
1415,0,3,A,0,2,1006,0,1,29,40,3,6,40,27,35,29,-6,13,-11,0,0,0,0
1415,1,0,H,1,2,1007,0,1,33,45,2,7,44,30,25,27,2,14,-12,0,0,0,0
1415,1,1,D,5,5,1008,3,3,48,57,0,15,51,13,18,37,19,38,-9,1,1,1,1
1415,2,2,D,2,2,1009,2,2,34,28,2,8,29,44,30,35,5,-15,6,0,0,0,0
1415,2,0,H,3,1,1010,1,0,39,20,2,4,32,47,28,32,4,-15,19,0,0,0,0
1415,0,0,D,1,0,1011,1,0,19,34,2,3,38,39,47,24,-23,-1,-15,0,0,0,0
1415,0,0,D,1,5,1012,1,3,25,49,1,15,38,19,30,18,-12,19,-24,0,1,0,1
1415,1,1,D,0,1,1013,0,1,28,36,3,5,36,29,27,25,-2,7,-8,0,0,0,0
1415,2,2,D,2,2,1014,1,1,45,35,1,8,39,32,31,44,13,7,10,0,0,0,0
1415,0,0,D,1,1,1015,1,1,11,23,0,4,22,37,47,20,-27,-15,-12,0,0,0,0
1415,3,2,H,4,1,1016,2,0,28,36,0,5,28,25,32,26,-6,3,-8,0,0,0,0
1415,1,0,H,5,0,1017,3,0,58,29,0,3,29,38,14,52,38,-9,29,1,0,1,0
1415,4,0,H,2,1,1018,1,1,43,42,0,6,37,24,27,43,16,13,1,0,0,0,0
1415,1,1,D,1,0,1019,0,0,20,29,1,3,26,28,49,32,-17,-2,-9,0,0,0,0
1415,0,1,A,0,5,1020,0,3,35,61,3,15,53,14,39,38,-1,39,-26,0,1,0,1
1415,0,0,D,1,4,1021,1,2,24,31,1,12,29,34,37,22,-15,-5,-7,0,0,0,0
1415,0,2,A,1,1,1022,1,1,37,26,2,4,18,30,30,37,7,-12,11,0,0,0,0
1415,1,1,D,2,1,1023,1,1,36,20,2,5,24,47,34,41,7,-23,16,0,0,0,0
1415,4,1,H,0,1,1024,0,1,29,12,3,3,20,47,39,29,-10,-27,17,0,0,0,0
1415,2,0,H,2,2,1025,2,1,29,46,2,7,46,33,46,31,-15,13,-17,0,0,0,0
1415,2,1,H,1,2,1026,1,2,42,35,3,8,37,32,28,37,9,5,7,0,0,0,0
1415,0,2,A,5,3,1027,3,1,50,42,0,11,34,28,19,38,19,6,8,1,0,1,0
1415,0,2,A,1,2,1028,0,1,36,46,2,6,47,27,28,30,2,20,-10,0,0,0,0
1415,1,0,H,1,0,1029,1,0,29,35,1,3,38,40,30,20,-10,-2,-6,0,0,0,0
1415,3,1,H,2,1,1030,2,0,35,21,2,4,33,50,34,38,4,-17,14,0,0,0,0
1415,0,1,A,1,5,1031,1,3,21,50,2,15,38,21,48,25,-23,17,-29,0,1,0,1
1415,3,1,H,0,0,1032,0,0,30,32,3,3,33,40,29,27,-2,-7,-2,0,0,0,0
