season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeStreak5,AwayStreak5,matchid,HomeStreak3,AwayStreak3,PointsHome,PointsAway,winner,HomeResult5,AwayResult5,AwayScored,AwayConceded,HomeConceded,HomeScored,DifH,DifA,DifPoints
1415,2015-01-06,Parma,Fiorentina,1,0,H,1,1,929,1,1,7,24,Parma,0,6,21,13,36,16,-20,8,-17
1415,2015-01-06,Udinese,Roma,0,1,A,4,5,930,2,3,22,36,Roma,0,15,28,11,22,20,-2,17,-14
1415,2015-01-10,Sassuolo,Udinese,1,1,D,0,4,931,0,2,23,22,noone,3,12,20,23,22,19,-3,-3,1
1415,2015-01-10,Torino,Milan,1,1,D,1,2,932,0,2,18,25,noone,2,8,26,20,18,12,-6,6,-7
1415,2015-01-11,Atalanta,Chievo,1,1,D,1,1,933,1,1,16,17,noone,1,4,12,19,23,13,-10,-7,-1
1415,2015-01-11,Cagliari,Cesena,2,1,H,1,1,934,0,1,12,9,Cagliari,1,5,14,34,34,21,-13,-20,3
1415,2015-01-11,Fiorentina,Palermo,4,3,H,1,0,935,1,0,24,25,Fiorentina,3,3,27,26,14,21,7,1,-1
1415,2015-01-11,Inter,Genoa,3,1,H,2,1,936,1,1,22,27,Inter,2,5,23,17,24,26,2,6,-5
1415,2015-01-11,Napoli,Juventus,1,3,A,2,5,937,1,3,30,40,Juventus,1,15,35,8,21,32,11,27,-10
1415,2015-01-11,Roma,Lazio,2,2,D,5,2,938,3,1,39,30,noone,0,6,31,19,11,29,18,12,9
1415,2015-01-11,Sampdoria,Empoli,1,0,H,3,0,939,1,0,27,18,Sampdoria,2,3,17,22,17,22,5,-5,9
1415,2015-01-11,Verona,Parma,3,1,H,2,1,940,2,1,18,10,Verona,2,3,17,36,27,18,-9,-19,8
1415,2015-01-17,Empoli,Inter,0,0,D,0,2,941,0,1,18,25,noone,3,8,29,25,23,17,-6,4,-7
1415,2015-01-17,Palermo,Roma,1,1,D,0,5,942,0,3,25,40,noone,3,15,31,13,30,30,0,18,-15
1415,2015-01-18,Cesena,Torino,2,3,A,1,1,943,1,0,9,19,Torino,2,5,13,19,36,15,-21,-6,-10
1415,2015-01-18,Chievo,Fiorentina,1,2,A,1,1,944,1,1,18,27,Fiorentina,1,6,25,17,20,13,-7,8,-9
1415,2015-01-18,Genoa,Sassuolo,3,3,D,1,0,945,1,0,27,24,noone,2,3,20,23,20,24,4,-3,3
1415,2015-01-18,Juventus,Verona,4,0,H,5,2,946,3,2,43,21,Juventus,0,8,21,28,9,38,29,-7,22
1415,2015-01-18,Lazio,Napoli,0,1,A,2,2,947,1,1,31,30,Napoli,0,7,33,24,21,33,12,9,1
1415,2015-01-18,Milan,Atalanta,0,1,A,2,1,948,2,1,26,17,Atalanta,2,4,14,24,21,27,6,-10,9
1415,2015-01-18,Parma,Sampdoria,0,2,A,1,3,949,1,1,10,30,Sampdoria,0,11,23,17,39,18,-21,6,-20
1415,2015-01-18,Udinese,Cagliari,2,2,D,4,1,950,2,0,23,15,noone,0,4,23,35,24,21,-3,-12,8
1415,2015-01-24,Cagliari,Sassuolo,2,1,H,1,0,951,0,0,16,25,Cagliari,1,3,23,26,37,25,-12,-3,-9
1415,2015-01-24,Lazio,Milan,3,1,H,2,2,952,1,2,31,26,Lazio,3,8,27,22,22,33,11,5,5
1415,2015-01-25,Fiorentina,Roma,1,1,D,1,5,953,1,3,30,41,noone,6,15,32,14,18,27,9,18,-11
1415,2015-01-25,Inter,Torino,0,1,A,2,1,954,1,0,26,22,Torino,2,5,16,21,25,29,4,-5,4
1415,2015-01-25,Juventus,Chievo,2,0,H,5,1,955,3,1,46,18,Juventus,0,4,14,22,9,42,33,-8,28
1415,2015-01-25,Parma,Cesena,1,2,A,1,1,956,1,1,10,9,Cesena,3,5,17,39,41,18,-23,-22,1
1415,2015-01-25,Sampdoria,Palermo,1,1,D,3,0,957,1,0,33,26,noone,2,3,31,31,17,25,8,0,7
1415,2015-01-25,Verona,Atalanta,1,0,H,2,1,958,2,1,21,20,Verona,2,4,15,24,32,21,-11,-9,1
1415,2015-01-26,Empoli,Udinese,1,2,A,0,4,959,0,2,19,24,Udinese,6,12,23,26,23,17,-6,-3,-5
1415,2015-01-26,Napoli,Genoa,2,1,H,2,1,960,1,1,33,28,Napoli,1,5,27,23,24,34,10,4,5
1415,2015-01-31,Genoa,Fiorentina,1,1,D,1,1,961,1,1,28,31,noone,2,6,28,19,25,28,3,9,-3
1415,2015-01-31,Roma,Empoli,1,1,D,5,0,962,3,0,42,19,noone,0,3,18,25,15,33,18,-7,23
1415,2015-02-01,Atalanta,Cagliari,2,1,H,1,1,963,1,0,20,19,Atalanta,1,4,27,38,25,15,-10,-11,1
1415,2015-02-01,Cesena,Lazio,2,1,H,1,2,964,1,1,12,34,Cesena,5,6,36,23,40,19,-21,13,-22
1415,2015-02-01,Chievo,Napoli,1,2,A,1,2,965,1,1,18,36,Napoli,1,7,36,25,24,14,-10,11,-18
1415,2015-02-01,Milan,Parma,3,1,H,2,1,966,2,1,26,10,Milan,2,3,19,43,25,28,3,-24,16
1415,2015-02-01,Palermo,Verona,2,1,H,0,2,967,0,2,27,24,Palermo,6,8,22,32,32,32,0,-10,3
1415,2015-02-01,Sassuolo,Inter,3,1,H,0,2,968,0,1,25,26,Sassuolo,6,8,29,26,28,24,-4,3,-1
1415,2015-02-01,Torino,Sampdoria,5,1,H,1,3,969,0,1,25,34,Torino,5,11,26,18,21,17,-4,8,-9
1415,2015-02-01,Udinese,Juventus,0,0,D,4,5,970,2,3,27,49,noone,3,15,44,9,27,25,-2,35,-22
1415,2015-02-07,Juventus,Milan,3,1,H,5,2,971,3,2,50,29,Juventus,0,8,31,26,9,44,35,5,21
1415,2015-02-07,Verona,Torino,1,3,A,2,1,972,2,0,24,28,Torino,2,5,22,22,34,23,-11,0,-4
1415,2015-02-08,Cagliari,Roma,1,2,A,1,5,973,0,3,19,43,Roma,4,15,34,16,40,28,-12,18,-24
1415,2015-02-08,Empoli,Cesena,2,0,H,0,1,974,0,1,20,15,Empoli,3,5,21,41,26,19,-7,-20,5
1415,2015-02-08,Fiorentina,Atalanta,3,2,H,1,1,975,1,1,32,23,Fiorentina,3,4,17,26,20,29,9,-9,9
1415,2015-02-08,Inter,Palermo,3,0,H,2,0,976,1,0,26,30,Inter,2,3,34,33,29,30,1,1,-4
1415,2015-02-08,Napoli,Udinese,3,1,H,2,4,977,1,2,39,28,Napoli,4,12,25,27,26,38,12,-2,11
1415,2015-02-08,Sampdoria,Sassuolo,1,1,D,3,0,978,1,0,34,28,noone,2,3,27,29,23,27,4,-2,6
1415,2015-02-09,Lazio,Genoa,0,1,A,2,1,979,1,1,34,29,Genoa,3,5,29,26,25,37,12,3,5
1415,2015-02-11,Parma,Chievo,0,1,A,1,1,980,1,1,10,18,Chievo,0,4,15,26,46,20,-26,-11,-8
1415,2015-02-14,Palermo,Napoli,3,1,H,0,2,981,0,1,30,42,Palermo,3,7,41,27,36,34,-2,14,-12
1415,2015-02-14,Sassuolo,Fiorentina,1,3,A,0,1,982,0,1,29,35,Fiorentina,3,6,32,22,30,28,-2,10,-6
1415,2015-02-15,Atalanta,Inter,1,4,A,1,2,983,1,1,23,29,Inter,4,8,33,29,29,19,-10,4,-6
1415,2015-02-15,Cesena,Juventus,2,2,D,1,5,984,1,3,15,53,noone,5,15,47,10,43,21,-22,37,-38
1415,2015-02-15,Chievo,Sampdoria,2,1,H,1,3,985,1,1,21,35,Chievo,4,11,28,24,26,16,-10,4,-14
1415,2015-02-15,Genoa,Verona,5,2,H,1,2,986,1,2,32,24,Genoa,2,8,24,37,26,30,4,-13,8
1415,2015-02-15,Milan,Empoli,1,1,D,2,0,987,2,0,29,23,noone,2,3,21,26,29,32,3,-5,6
1415,2015-02-15,Roma,Parma,0,0,D,5,1,988,3,1,46,10,noone,0,3,20,47,17,36,19,-27,36
1415,2015-02-15,Torino,Cagliari,1,1,D,1,1,989,0,0,31,19,noone,2,4,29,42,23,25,2,-13,12
1415,2015-02-15,Udinese,Lazio,0,1,A,4,2,990,2,1,28,34,Lazio,0,6,37,26,30,26,-4,11,-6
1415,2015-02-20,Juventus,Atalanta,2,1,H,5,1,991,3,1,54,23,Juventus,0,4,20,33,12,49,37,-13,31
1415,2015-02-22,Empoli,Chievo,3,0,H,0,1,992,0,1,24,24,Empoli,3,4,18,27,27,22,-5,-9,0
1415,2015-02-22,Fiorentina,Torino,1,1,D,1,1,993,1,0,38,32,noone,3,5,26,24,23,35,12,2,6
1415,2015-02-22,Lazio,Palermo,2,1,H,2,0,994,1,0,37,33,Lazio,0,3,37,37,26,38,12,0,4
1415,2015-02-22,Milan,Cesena,2,0,H,2,1,995,2,1,30,16,Milan,2,5,23,45,30,33,3,-22,14
1415,2015-02-22,Verona,Roma,1,1,D,2,5,996,2,3,24,47,noone,5,15,36,17,42,26,-16,19,-23
1415,2015-02-23,Cagliari,Inter,1,2,A,1,2,997,0,1,20,32,Inter,1,8,37,30,43,30,-13,7,-12
1415,2015-02-23,Napoli,Sassuolo,2,0,H,2,0,998,1,0,42,29,Napoli,1,3,29,33,30,42,12,-4,13
1415,2015-02-24,Sampdoria,Genoa,1,1,D,3,1,999,1,1,35,35,noone,2,5,35,28,26,29,3,7,0
1415,2015-02-28,Chievo,Milan,0,0,D,1,2,1000,1,2,24,33,noone,1,8,35,30,30,18,-12,5,-9
1415,2015-03-01,Atalanta,Sampdoria,1,2,A,1,3,1001,1,1,23,36,Sampdoria,1,11,30,27,35,21,-14,3,-13
1415,2015-03-01,Cagliari,Verona,1,2,A,1,2,1002,0,2,20,25,Verona,1,8,27,43,45,31,-14,-16,-5
1415,2015-03-01,Cesena,Udinese,1,0,H,1,4,1003,1,2,16,28,Cesena,2,12,26,31,47,23,-24,-5,-12
1415,2015-03-01,Inter,Fiorentina,0,1,A,2,1,1004,1,1,35,39,Fiorentina,2,6,36,24,31,39,8,12,-4
1415,2015-03-01,Palermo,Empoli,0,0,D,0,0,1005,0,0,33,27,noone,3,3,25,27,39,38,-1,-2,6
1415,2015-03-01,Sassuolo,Lazio,0,3,A,0,2,1006,0,1,29,40,Lazio,3,6,40,27,35,29,-6,13,-11
1415,2015-03-01,Torino,Napoli,1,0,H,1,2,1007,0,1,33,45,Torino,2,7,44,30,25,27,2,14,-12
1415,2015-03-02,Roma,Juventus,1,1,D,5,5,1008,3,3,48,57,noone,0,15,51,13,18,37,19,38,-9
1415,2015-03-07,Milan,Verona,2,2,D,2,2,1009,2,2,34,28,noone,2,8,29,44,30,35,5,-15,6
1415,2015-03-07,Sampdoria,Cagliari,2,0,H,3,1,1010,1,0,39,20,Sampdoria,2,4,32,47,28,32,4,-15,19
1415,2015-03-08,Cesena,Palermo,0,0,D,1,0,1011,1,0,19,34,noone,2,3,38,39,47,24,-23,-1,-15
1415,2015-03-08,Chievo,Roma,0,0,D,1,5,1012,1,3,25,49,noone,1,15,38,19,30,18,-12,19,-24
1415,2015-03-08,Empoli,Genoa,1,1,D,0,1,1013,0,1,28,36,noone,3,5,36,29,27,25,-2,7,-8
1415,2015-03-08,Napoli,Inter,2,2,D,2,2,1014,1,1,45,35,noone,1,8,39,32,31,44,13,7,10
1415,2015-03-08,Parma,Atalanta,0,0,D,1,1,1015,1,1,11,23,noone,0,4,22,37,47,20,-27,-15,-12
1415,2015-03-08,Udinese,Torino,3,2,H,4,1,1016,2,0,28,36,Udinese,0,5,28,25,32,26,-6,3,-8
1415,2015-03-09,Juventus,Sassuolo,1,0,H,5,0,1017,3,0,58,29,Juventus,0,3,29,38,14,52,38,-9,29
1415,2015-03-09,Lazio,Fiorentina,4,0,H,2,1,1018,1,1,43,42,Lazio,0,6,37,24,27,43,16,13,1
1415,2015-03-14,Cagliari,Empoli,1,1,D,1,0,1019,0,0,20,29,noone,1,3,26,28,49,32,-17,-2,-9
1415,2015-03-14,Palermo,Juventus,0,1,A,0,5,1020,0,3,35,61,Juventus,3,15,53,14,39,38,-1,39,-26
1415,2015-03-15,Atalanta,Udinese,0,0,D,1,4,1021,1,2,24,31,noone,1,12,29,34,37,22,-15,-5,-7
1415,2015-03-15,Genoa,Chievo,0,2,A,1,1,1022,1,1,37,26,Chievo,2,4,18,30,30,37,7,-12,11
1415,2015-03-15,Inter,Cesena,1,1,D,2,1,1023,1,1,36,20,noone,2,5,24,47,34,41,7,-23,16
1415,2015-03-15,Sassuolo,Parma,4,1,H,0,1,1024,0,1,29,12,Sassuolo,3,3,20,47,39,29,-10,-27,17
1415,2015-03-15,Verona,Napoli,2,0,H,2,2,1025,2,1,29,46,Verona,2,7,46,33,46,31,-15,13,-17
1415,2015-03-16,Fiorentina,Milan,2,1,H,1,2,1026,1,2,42,35,Fiorentina,3,8,37,32,28,37,9,5,7
1415,2015-03-16,Roma,Sampdoria,0,2,A,5,3,1027,3,1,50,42,Sampdoria,0,11,34,28,19,38,19,6,8
1415,2015-03-16,Torino,Lazio,0,2,A,1,2,1028,0,1,36,46,Lazio,2,6,47,27,28,30,2,20,-10
1415,2015-03-21,Chievo,Palermo,1,0,H,1,0,1029,1,0,29,35,Chievo,1,3,38,40,30,20,-10,-2,-6
1415,2015-03-21,Milan,Cagliari,3,1,H,2,1,1030,2,0,35,21,Milan,2,4,33,50,34,38,4,-17,14
1415,2015-03-22,Cesena,Roma,0,1,A,1,5,1031,1,3,21,50,Roma,2,15,38,21,48,25,-23,17,-29
1415,2015-03-22,Empoli,Sassuolo,3,1,H,0,0,1032,0,0,30,32,Empoli,3,3,33,40,29,27,-2,-7,-2
1415,2015-03-22,Juventus,Genoa,1,0,H,5,1,1033,3,1,64,37,Juventus,0,5,37,32,14,54,40,5,27
1415,2015-03-22,Lazio,Verona,2,0,H,2,2,1034,1,2,49,32,Lazio,0,8,33,46,27,49,22,-13,17
1415,2015-03-22,Napoli,Atalanta,1,1,D,2,1,1035,1,1,46,25,noone,1,4,22,37,35,46,11,-15,21
1415,2015-03-22,Parma,Torino,0,2,A,1,1,1036,1,0,12,36,Torino,0,5,30,30,51,21,-30,0,-24
1415,2015-03-22,Sampdoria,Inter,1,0,H,3,2,1037,1,1,45,37,Sampdoria,2,8,42,35,28,36,8,7,8
1415,2015-03-22,Udinese,Fiorentina,2,2,D,4,1,1038,2,1,32,45,noone,0,6,39,29,34,29,-5,10,-13
1415,2015-04-04,Atalanta,Torino,1,2,A,1,1,1039,1,0,26,39,Torino,1,5,32,30,38,23,-15,2,-13
1415,2015-04-04,Cagliari,Lazio,1,3,A,1,2,1040,0,1,21,52,Lazio,1,6,51,27,53,34,-19,24,-31
1415,2015-04-04,Fiorentina,Sampdoria,2,0,H,1,3,1041,1,1,46,48,Fiorentina,3,11,37,28,31,41,10,9,-2
1415,2015-04-04,Genoa,Udinese,1,1,D,1,4,1042,1,2,37,33,noone,2,12,31,36,33,37,4,-5,4
1415,2015-04-04,Inter,Parma,1,1,D,2,1,1043,1,1,37,12,noone,2,3,21,53,36,42,6,-32,25
1415,2015-04-04,Juventus,Empoli,2,0,H,5,0,1044,3,0,67,33,Juventus,0,3,30,30,14,55,41,0,34
1415,2015-04-04,Palermo,Milan,1,2,A,0,2,1045,0,2,35,38,Milan,3,8,41,35,41,38,-3,6,-3
1415,2015-04-04,Roma,Napoli,1,0,H,5,2,1046,3,1,53,47,Roma,0,7,47,36,21,39,18,11,6
1415,2015-04-04,Sassuolo,Chievo,1,0,H,0,1,1047,0,1,32,32,Sassuolo,3,4,21,30,43,34,-9,-9,0
1415,2015-04-04,Verona,Cesena,3,3,D,2,1,1048,2,1,32,21,noone,2,5,25,49,48,33,-15,-24,11
1415,2015-04-08,Parma,Udinese,1,0,H,1,4,1049,1,2,13,34,Parma,3,12,32,37,54,22,-32,-5,-21
1415,2015-04-11,Genoa,Cagliari,2,0,H,1,1,1050,1,0,38,21,Genoa,2,4,35,56,34,38,4,-21,17
1415,2015-04-11,Parma,Juventus,1,0,H,1,5,1051,1,3,16,70,Parma,0,15,57,14,54,23,-31,43,-54
1415,2015-04-11,Verona,Inter,0,3,A,2,2,1052,2,1,33,38,Inter,2,8,43,37,51,36,-15,6,-5
1415,2015-04-12,Atalanta,Sassuolo,2,1,H,1,0,1053,1,0,26,35,Atalanta,1,3,35,43,40,24,-16,-8,-9
1415,2015-04-12,Cesena,Chievo,0,1,A,1,1,1054,1,1,22,32,Chievo,2,4,21,31,52,28,-24,-10,-10
1415,2015-04-12,Lazio,Empoli,4,0,H,2,0,1055,1,0,55,33,Lazio,0,3,30,32,28,54,26,-2,22
1415,2015-04-12,Milan,Sampdoria,1,1,D,2,3,1056,2,1,41,48,noone,2,11,37,30,36,43,7,7,-7
1415,2015-04-12,Napoli,Fiorentina,3,0,H,2,1,1057,1,1,47,49,Napoli,1,6,43,31,37,47,10,12,-2
1415,2015-04-12,Torino,Roma,1,1,D,1,5,1058,0,3,42,56,noone,2,15,40,21,31,34,3,19,-14
1415,2015-04-12,Udinese,Palermo,1,3,A,4,0,1059,2,0,34,35,Palermo,0,3,39,43,38,32,-6,-4,-1
1415,2015-04-15,Genoa,Parma,2,0,H,1,1,1060,1,1,41,19,Genoa,2,3,24,54,34,40,6,-30,22
1415,2015-04-18,Juventus,Lazio,2,0,H,5,2,1061,3,1,70,58,Juventus,0,6,58,28,15,57,42,30,12
1415,2015-04-18,Sampdoria,Cesena,0,0,D,3,1,1062,1,1,49,22,noone,2,5,28,53,31,38,7,-25,27
1415,2015-04-19,Cagliari,Napoli,0,3,A,1,2,1063,0,1,21,50,Napoli,1,7,50,37,58,35,-23,13,-29
1415,2015-04-19,Chievo,Udinese,1,1,D,1,4,1064,1,2,35,34,noone,1,12,33,41,31,22,-9,-8,1
1415,2015-04-19,Empoli,Parma,2,2,D,0,1,1065,0,1,33,19,noone,3,3,24,56,36,30,-6,-32,14
1415,2015-04-19,Inter,Milan,0,0,D,2,2,1066,1,2,41,42,noone,2,8,44,37,37,46,9,7,-1
1415,2015-04-19,Palermo,Genoa,2,1,H,0,1,1067,0,1,38,44,Palermo,3,5,42,34,44,42,-2,8,-6
1415,2015-04-19,Roma,Atalanta,1,1,D,5,1,1068,3,1,57,29,noone,0,4,26,41,22,41,19,-15,28
1415,2015-04-19,Sassuolo,Torino,1,1,D,0,1,1069,0,0,35,43,noone,3,5,35,32,45,36,-9,3,-8
1415,2015-04-20,Fiorentina,Verona,0,1,A,1,2,1070,1,2,49,33,Verona,3,8,36,54,34,43,9,-18,16
1415,2015-04-25,Inter,Roma,2,1,H,2,5,1071,1,3,42,58,Inter,2,15,42,23,37,46,9,19,-16
1415,2015-04-25,Udinese,Milan,2,1,H,4,2,1072,2,2,35,43,Udinese,0,8,44,37,42,34,-8,7,-8
1415,2015-04-26,Atalanta,Empoli,2,2,D,1,0,1073,1,0,30,34,noone,1,3,32,38,42,27,-15,-6,-4
1415,2015-04-26,Fiorentina,Cagliari,1,3,A,1,1,1074,1,0,49,21,Cagliari,3,4,35,61,35,43,8,-26,28
1415,2015-04-26,Genoa,Cesena,3,1,H,1,1,1075,1,1,44,23,Genoa,2,5,28,53,36,43,7,-25,21
1415,2015-04-26,Lazio,Chievo,1,1,D,2,1,1076,1,1,58,36,noone,0,4,23,32,30,58,28,-9,22
1415,2015-04-26,Napoli,Sampdoria,4,2,H,2,3,1077,1,1,53,50,Napoli,1,11,38,31,37,53,16,7,3
1415,2015-04-26,Parma,Palermo,1,0,H,1,0,1078,1,0,20,41,Parma,0,3,44,45,58,26,-32,-1,-21
1415,2015-04-26,Torino,Juventus,2,1,H,1,5,1079,0,3,44,73,Torino,2,15,59,15,33,36,3,44,-29
1415,2015-04-26,Verona,Sassuolo,3,2,H,2,0,1080,2,0,36,36,Verona,2,3,37,46,54,37,-17,-9,0
1415,2015-04-28,Udinese,Inter,1,2,A,4,2,1081,2,1,38,45,Inter,0,8,48,38,43,36,-7,10,-7
1415,2015-04-29,Cesena,Atalanta,2,2,D,1,1,1082,1,1,23,31,noone,2,4,29,44,56,29,-27,-15,-8
1415,2015-04-29,Chievo,Cagliari,1,0,H,1,1,1083,1,0,37,24,Chievo,1,4,38,62,33,24,-9,-24,13
1415,2015-04-29,Juventus,Fiorentina,3,2,H,5,1,1084,3,1,73,49,Juventus,0,6,44,38,17,60,43,6,24
1415,2015-04-29,Lazio,Parma,4,0,H,2,1,1085,1,1,59,23,Lazio,0,3,27,58,31,59,28,-31,36
1415,2015-04-29,Milan,Genoa,1,3,A,2,1,1086,2,1,43,47,Genoa,2,5,46,37,39,45,6,9,-4
1415,2015-04-29,Palermo,Torino,2,2,D,0,1,1087,0,0,41,47,noone,3,5,38,34,46,44,-2,4,-6
1415,2015-04-29,Sampdoria,Verona,1,1,D,3,2,1088,1,2,50,39,noone,2,8,40,56,35,40,5,-16,11
1415,2015-04-29,Sassuolo,Roma,0,3,A,0,5,1089,0,3,36,58,Roma,3,15,43,25,49,39,-10,18,-22
1415,2015-04-30,Empoli,Napoli,4,2,H,0,2,1090,0,1,35,56,Empoli,3,7,57,39,40,34,-6,18,-21
1415,2015-05-02,Sampdoria,Juventus,0,1,A,3,5,1091,1,3,51,76,Juventus,2,15,63,19,36,41,5,44,-25
1415,2015-05-02,Sassuolo,Palermo,0,0,D,0,0,1092,0,0,36,42,noone,3,3,46,48,52,39,-13,-2,-6
1415,2015-05-03,Atalanta,Lazio,1,1,D,1,2,1093,1,1,32,62,noone,1,6,63,31,46,31,-15,32,-30
1415,2015-05-03,Fiorentina,Cesena,3,1,H,1,1,1094,1,1,49,24,Fiorentina,3,5,31,58,41,46,5,-27,25
1415,2015-05-03,Inter,Chievo,0,0,D,2,1,1095,1,1,48,40,noone,2,4,25,33,39,50,11,-8,8
1415,2015-05-03,Napoli,Milan,3,0,H,2,2,1096,1,2,56,43,Napoli,1,8,46,42,43,59,16,4,13
1415,2015-05-03,Roma,Genoa,2,0,H,5,1,1097,3,1,61,50,Roma,0,5,49,38,25,46,21,11,11
1415,2015-05-03,Verona,Udinese,0,1,A,2,4,1098,2,2,40,38,Udinese,2,12,37,45,57,41,-16,-8,2
1415,2015-05-04,Cagliari,Parma,4,0,H,1,1,1099,0,1,24,23,Cagliari,1,3,27,62,63,38,-25,-35,1
1415,2015-05-06,Torino,Empoli,0,1,A,1,0,1100,0,0,48,38,Empoli,2,3,38,42,36,40,4,-4,10
1415,2015-05-09,Juventus,Cagliari,1,1,D,5,1,1101,3,0,79,27,noone,0,4,42,63,19,64,45,-21,52
1415,2015-05-09,Milan,Roma,2,1,H,2,5,1102,2,3,43,64,Milan,2,15,48,25,45,46,1,23,-21
1415,2015-05-10,Cesena,Sassuolo,2,3,A,1,0,1103,1,0,24,37,Sassuolo,2,3,39,52,61,32,-29,-13,-13
1415,2015-05-10,Chievo,Verona,2,2,D,1,2,1104,1,2,41,40,noone,1,8,41,58,33,25,-8,-17,1
1415,2015-05-10,Empoli,Fiorentina,2,3,A,0,1,1105,0,1,41,52,Fiorentina,3,6,49,42,42,39,-3,7,-11
1415,2015-05-10,Lazio,Inter,1,2,A,2,2,1106,1,1,63,49,Inter,0,8,50,39,32,64,32,11,14
1415,2015-05-10,Palermo,Atalanta,2,3,A,0,1,1107,0,1,43,33,Atalanta,3,4,32,47,48,46,-2,-15,10
1415,2015-05-10,Parma,Napoli,2,2,D,1,2,1108,1,1,23,59,noone,0,7,62,43,66,27,-39,19,-36
1415,2015-05-10,Udinese,Sampdoria,1,4,A,4,3,1109,2,1,41,51,Sampdoria,0,11,41,37,45,38,-7,4,-10
1415,2015-05-11,Genoa,Torino,5,1,H,1,1,1110,1,0,50,48,Genoa,2,5,40,37,40,49,9,3,2
1415,2015-05-16,Inter,Juventus,1,2,A,2,5,1111,1,3,52,80,Juventus,2,15,65,20,40,52,12,45,-28
1415,2015-05-16,Sampdoria,Lazio,0,1,A,3,2,1112,1,1,54,63,Lazio,2,6,65,34,38,45,7,31,-9
1415,2015-05-17,Atalanta,Genoa,1,4,A,1,1,1113,1,1,36,53,Genoa,1,5,54,41,49,35,-14,13,-17
1415,2015-05-17,Cagliari,Palermo,0,1,A,1,0,1114,0,0,28,43,Palermo,1,3,48,51,64,43,-21,-3,-15
1415,2015-05-17,Roma,Udinese,2,1,H,5,4,1115,3,2,64,41,Roma,0,12,39,49,27,49,22,-10,23
1415,2015-05-17,Sassuolo,Milan,3,2,H,0,2,1116,0,2,40,46,Sassuolo,3,8,48,46,54,42,-12,2,-6
1415,2015-05-17,Torino,Chievo,2,0,H,1,1,1117,0,1,48,42,Torino,2,4,27,35,42,41,-1,-8,6
1415,2015-05-17,Verona,Empoli,2,1,H,2,0,1118,2,0,41,41,Verona,2,3,41,45,60,43,-17,-4,0
1415,2015-05-18,Fiorentina,Parma,3,0,H,1,1,1119,1,1,55,24,Fiorentina,3,3,29,68,44,52,8,-39,31
1415,2015-05-18,Napoli,Cesena,3,2,H,2,1,1120,1,1,60,24,Napoli,1,5,34,64,45,64,19,-30,36
1415,2015-05-23,Genoa,Inter,3,2,H,1,2,1121,1,1,56,52,Genoa,2,8,53,42,42,58,16,11,4
1415,2015-05-23,Juventus,Napoli,3,1,H,5,2,1122,3,1,83,63,Juventus,0,7,67,47,21,67,46,20,20
1415,2015-05-24,Cesena,Cagliari,0,1,A,1,1,1123,1,0,24,28,Cagliari,2,4,43,65,67,36,-31,-22,-4
1415,2015-05-24,Chievo,Atalanta,1,1,D,1,1,1124,1,1,42,36,noone,1,4,36,53,37,27,-10,-17,6
1415,2015-05-24,Empoli,Sampdoria,1,1,D,0,3,1125,0,1,41,54,noone,3,11,45,39,47,42,-5,6,-13
1415,2015-05-24,Milan,Torino,3,0,H,2,1,1126,2,0,46,51,Milan,2,5,43,42,49,50,1,1,-5
1415,2015-05-24,Palermo,Fiorentina,2,3,A,0,1,1127,0,1,46,58,Fiorentina,3,6,55,44,51,49,-2,11,-12
1415,2015-05-24,Parma,Verona,2,2,D,1,2,1128,1,2,24,44,noone,0,8,45,61,71,29,-42,-16,-20
1415,2015-05-24,Udinese,Sassuolo,0,1,A,4,0,1129,2,0,41,43,Sassuolo,0,3,45,56,51,40,-11,-11,-2
1415,2015-05-25,Lazio,Roma,1,2,A,2,5,1130,1,3,66,67,Roma,0,15,51,28,34,66,32,23,-1
1415,2015-05-30,Atalanta,Milan,1,3,A,1,2,1131,1,2,37,49,Milan,1,8,53,49,54,37,-17,4,-12
1415,2015-05-30,Verona,Juventus,2,2,D,2,5,1132,2,3,45,86,noone,2,15,70,22,63,47,-16,48,-41
1415,2015-05-31,Cagliari,Udinese,4,3,H,1,4,1133,0,2,31,41,Cagliari,1,12,40,52,65,44,-21,-12,-10
1415,2015-05-31,Fiorentina,Chievo,3,0,H,1,1,1134,1,1,61,43,Fiorentina,3,4,28,38,46,58,12,-10,18
1415,2015-05-31,Inter,Empoli,4,3,H,2,0,1135,1,0,52,42,Inter,2,3,43,48,45,55,10,-5,10
1415,2015-05-31,Napoli,Lazio,2,4,A,2,2,1136,1,1,63,66,Lazio,1,6,67,36,50,68,18,31,-3
1415,2015-05-31,Roma,Palermo,1,2,A,5,0,1137,3,0,70,46,Palermo,0,3,51,54,29,53,24,-3,24
1415,2015-05-31,Sampdoria,Parma,2,2,D,3,1,1138,1,1,55,25,noone,2,3,31,73,40,46,6,-42,30
1415,2015-05-31,Sassuolo,Genoa,3,1,H,0,1,1139,0,1,46,59,Sassuolo,3,5,61,44,56,46,-10,17,-13
1415,2015-05-31,Torino,Cesena,5,0,H,1,1,1140,0,1,51,24,Torino,2,5,36,68,45,43,-2,-32,27
1516,2015-08-22,Lazio,Bologna,2,1,H,0,0,1141,0,0, , ,Lazio, , , , , , ,0,0,
1516,2015-08-22,Verona,Roma,1,1,D,0,0,1142,0,0, , ,noone, , , , , , ,0,0,
