season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeStreak5,AwayStreak5,matchid,HomeStreak3,AwayStreak3,PointsHome,PointsAway,winner,HomeResult5,AwayResult5,AwayScored,AwayConceded,HomeConceded,HomeScored,DifH,DifA,DifPoints
1617,2017-03-04,Milan,Chievo,3,1,H,3,3,1781,1,1,47,35,Milan,0,10,28,34,29,37,8,-6,12
1617,2017-03-04,Roma,Napoli,1,2,A,3,3,1782,2,2,59,54,Napoli,1,11,60,29,23,57,34,31,5
1617,2017-03-04,Sampdoria,Pescara,3,1,H,2,1,1783,2,1,35,12,Sampdoria,0,5,27,57,32,31,-1,-30,23
1617,2017-03-05,Atalanta,Fiorentina,0,0,D,1,2,1784,1,2,51,41,noone,0,8,44,37,26,42,16,7,10
1617,2017-03-05,Bologna,Lazio,0,2,A,3,2,1785,2,1,28,50,Lazio,0,7,45,29,39,24,-15,16,-22
1617,2017-03-05,Cagliari,Inter,1,5,A,1,3,1786,0,1,31,48,Inter,1,10,41,27,52,35,-17,14,-17
1617,2017-03-05,Crotone,Sassuolo,0,0,D,0,2,1787,0,1,13,30,noone,1,6,35,42,45,21,-24,-7,-17
1617,2017-03-05,Empoli,Genoa,0,2,A,1,2,1788,1,2,22,26,Genoa,1,8,28,41,37,15,-22,-13,-4
1617,2017-03-05,Torino,Palermo,3,1,H,1,1,1789,1,0,36,15,Torino,2,5,22,50,42,48,6,-28,21
1617,2017-03-05,Udinese,Juventus,1,1,D,2,4,1790,2,3,29,66,noone,1,12,55,17,35,28,-7,38,-37
1617,2017-03-10,Juventus,Milan,2,1,H,4,3,1791,3,1,67,50,Juventus,0,9,40,30,18,56,38,10,17
1617,2017-03-11,Genoa,Sampdoria,0,1,A,2,2,1792,2,2,29,38,Sampdoria,2,6,34,33,41,30,-11,1,-9
1617,2017-03-12,Chievo,Empoli,4,0,H,3,1,1793,1,1,35,22,Chievo,1,4,15,39,37,29,-8,-24,13
1617,2017-03-12,Fiorentina,Cagliari,1,0,H,2,1,1794,2,0,42,31,Fiorentina,2,4,36,57,37,44,7,-21,11
1617,2017-03-12,Inter,Atalanta,7,1,H,3,1,1795,1,1,51,52,Inter,1,3,42,26,28,46,18,16,-1
1617,2017-03-12,Napoli,Crotone,3,0,H,3,0,1796,2,0,57,14,Napoli,2,1,21,45,30,62,32,-24,43
1617,2017-03-12,Palermo,Roma,0,3,A,1,3,1797,0,2,15,59,Roma,2,10,58,25,53,23,-30,33,-44
1617,2017-03-12,Pescara,Udinese,1,3,A,1,2,1798,1,2,12,30,Udinese,2,7,29,36,60,28,-32,-7,-18
1617,2017-03-12,Sassuolo,Bologna,0,1,A,2,3,1799,1,2,31,28,Bologna,0,9,24,41,42,35,-7,-17,3
1617,2017-03-13,Lazio,Torino,3,1,H,2,1,1800,1,1,53,39,Lazio,1,5,51,43,29,47,18,8,14
1617,2017-03-18,Milan,Genoa,1,0,H,3,2,1801,1,2,50,29,Milan,0,8,30,42,32,41,9,-12,21
1617,2017-03-18,Torino,Inter,2,2,D,1,3,1802,1,1,39,54,noone,2,10,53,29,46,52,6,24,-15
1617,2017-03-19,Atalanta,Pescara,3,0,H,1,1,1803,1,1,52,12,Atalanta,0,5,29,63,33,43,10,-34,40
1617,2017-03-19,Bologna,Chievo,4,1,H,3,3,1804,2,1,31,38,Bologna,0,10,33,37,41,25,-16,-4,-7
1617,2017-03-19,Cagliari,Lazio,0,0,D,1,2,1805,0,1,31,56,noone,1,7,50,30,58,36,-22,20,-25
1617,2017-03-19,Crotone,Fiorentina,0,1,A,0,2,1806,0,2,14,45,Fiorentina,1,8,45,37,48,21,-27,8,-31
1617,2017-03-19,Empoli,Napoli,2,3,A,1,3,1807,1,2,22,60,Napoli,1,11,65,30,43,15,-28,35,-38
1617,2017-03-19,Roma,Sassuolo,3,1,H,3,2,1808,2,1,62,31,Roma,1,6,35,43,25,61,36,-8,31
1617,2017-03-19,Sampdoria,Juventus,0,1,A,2,4,1809,2,3,41,70,Juventus,0,12,58,19,33,35,2,39,-29
1617,2017-03-19,Udinese,Palermo,4,1,H,2,1,1810,2,0,33,15,Udinese,1,5,23,56,37,32,-5,-33,18
1617,2017-04-01,Roma,Empoli,2,0,H,3,1,1811,2,1,65,22,Roma,1,4,17,46,26,64,38,-29,43
1617,2017-04-01,Sassuolo,Lazio,1,2,A,2,2,1812,1,1,31,57,Lazio,0,7,50,30,46,36,-10,20,-26
1617,2017-04-02,Chievo,Crotone,1,2,A,3,0,1813,1,0,38,14,Crotone,1,1,21,49,41,34,-7,-28,24
1617,2017-04-02,Fiorentina,Bologna,1,0,H,2,3,1814,2,2,48,34,Fiorentina,2,9,29,42,37,46,9,-13,14
1617,2017-04-02,Genoa,Atalanta,0,5,A,2,1,1815,2,1,29,55,Atalanta,2,3,46,33,43,30,-13,13,-26
1617,2017-04-02,Napoli,Juventus,1,1,D,3,4,1816,2,3,63,73,noone,2,12,59,19,32,68,36,40,-10
1617,2017-04-02,Palermo,Cagliari,1,3,A,1,1,1817,0,0,15,32,Cagliari,2,4,36,58,60,24,-36,-22,-17
1617,2017-04-02,Pescara,Milan,1,1,D,1,3,1818,1,1,12,53,noone,2,9,42,32,66,29,-37,10,-41
1617,2017-04-02,Torino,Udinese,2,2,D,1,2,1819,1,2,40,36,noone,2,7,36,38,48,54,6,-2,4
1617,2017-04-03,Inter,Sampdoria,1,2,A,3,2,1820,1,2,55,41,Sampdoria,1,6,35,34,31,55,24,1,14
1617,2017-04-08,Atalanta,Sassuolo,1,1,D,1,2,1821,1,1,58,31,noone,0,6,37,48,33,51,18,-11,27
1617,2017-04-08,Empoli,Pescara,1,1,D,1,1,1822,1,1,22,13,noone,1,5,30,67,48,17,-31,-37,9
1617,2017-04-08,Juventus,Chievo,2,0,H,4,3,1823,3,1,74,38,Juventus,0,10,35,43,20,60,40,-8,36
1617,2017-04-09,Bologna,Roma,0,3,A,3,3,1824,2,2,34,68,Roma,0,10,66,26,43,29,-14,40,-34
1617,2017-04-09,Cagliari,Torino,2,3,A,1,1,1825,0,1,35,41,Torino,1,5,56,50,59,39,-20,6,-6
1617,2017-04-09,Crotone,Inter,2,1,H,0,3,1826,0,1,17,55,Crotone,1,10,56,33,50,23,-27,23,-38
1617,2017-04-09,Lazio,Napoli,0,3,A,2,3,1827,1,2,60,64,Napoli,1,11,69,33,31,52,21,36,-4
1617,2017-04-09,Milan,Palermo,4,0,H,3,1,1828,1,0,54,15,Milan,0,5,25,63,33,43,10,-38,39
1617,2017-04-09,Sampdoria,Fiorentina,2,2,D,2,2,1829,2,2,44,51,noone,0,8,47,37,35,37,2,10,-7
1617,2017-04-09,Udinese,Genoa,3,0,H,2,2,1830,2,2,37,29,Udinese,1,8,30,48,40,38,-2,-18,8
1617,2017-04-15,Cagliari,Chievo,4,0,H,1,3,1831,0,1,35,38,Cagliari,1,10,35,45,62,41,-21,-10,-3
1617,2017-04-15,Fiorentina,Empoli,1,2,A,2,1,1832,2,1,52,23,Empoli,2,4,18,49,39,49,10,-31,29
1617,2017-04-15,Genoa,Lazio,2,2,D,2,2,1833,2,1,29,60,noone,2,7,52,34,51,30,-21,18,-31
1617,2017-04-15,Inter,Milan,2,2,D,3,3,1834,1,1,55,57,noone,1,9,47,33,35,57,22,14,-2
1617,2017-04-15,Napoli,Udinese,3,0,H,3,2,1835,2,2,67,40,Napoli,2,7,41,40,33,72,39,1,27
1617,2017-04-15,Palermo,Bologna,0,0,D,1,3,1836,0,2,15,34,noone,2,9,29,46,67,25,-42,-17,-19
1617,2017-04-15,Pescara,Juventus,0,2,A,1,4,1837,1,3,14,77,Juventus,2,12,62,20,68,31,-37,42,-63
1617,2017-04-15,Roma,Atalanta,1,1,D,3,1,1838,2,1,71,59,noone,1,3,52,34,26,69,43,18,12
1617,2017-04-15,Sassuolo,Sampdoria,2,1,H,2,2,1839,1,2,32,45,Sassuolo,0,6,39,37,49,38,-11,2,-13
1617,2017-04-15,Torino,Crotone,1,1,D,1,0,1840,1,0,44,20,noone,2,1,25,51,52,59,7,-26,24
1617,2017-04-22,Atalanta,Bologna,3,2,H,1,3,1841,1,2,60,35,Atalanta,0,9,29,46,35,53,18,-17,25
1617,2017-04-22,Fiorentina,Inter,5,4,H,2,3,1842,2,1,52,56,Fiorentina,2,10,59,37,41,50,9,22,-4
1617,2017-04-23,Chievo,Torino,1,3,A,3,1,1843,1,1,38,45,Torino,1,5,60,53,49,35,-14,7,-7
1617,2017-04-23,Juventus,Genoa,4,0,H,4,2,1844,3,2,80,30,Juventus,0,8,32,53,20,64,44,-21,50
1617,2017-04-23,Lazio,Palermo,6,2,H,2,1,1845,1,0,61,16,Lazio,1,5,25,67,36,54,18,-42,45
1617,2017-04-23,Milan,Empoli,1,2,A,3,1,1846,1,1,58,26,Empoli,0,4,20,50,35,49,14,-30,32
1617,2017-04-23,Sampdoria,Crotone,1,2,A,2,0,1847,2,0,45,21,Crotone,0,1,26,52,39,40,1,-26,24
1617,2017-04-23,Sassuolo,Napoli,2,2,D,2,3,1848,1,2,35,70,noone,0,11,75,33,50,40,-10,42,-35
1617,2017-04-23,Udinese,Cagliari,2,1,H,2,1,1849,2,0,40,38,Udinese,1,4,45,62,43,41,-2,-17,2
1617,2017-04-24,Pescara,Roma,1,4,A,1,3,1850,1,2,14,72,Roma,2,10,70,27,70,31,-39,43,-58
1617,2017-04-28,Atalanta,Juventus,2,2,D,1,4,1851,1,3,63,83,noone,0,12,68,20,37,56,19,48,-20
1617,2017-04-29,Torino,Sampdoria,1,1,D,1,2,1852,1,2,48,45,noone,2,6,41,41,54,63,9,0,3
1617,2017-04-30,Bologna,Udinese,4,0,H,3,2,1853,2,2,35,43,Bologna,0,7,43,44,49,31,-18,-1,-8
1617,2017-04-30,Cagliari,Pescara,1,0,H,1,1,1854,0,1,38,14,Cagliari,1,5,32,74,64,46,-18,-42,24
1617,2017-04-30,Crotone,Milan,1,1,D,0,3,1855,0,1,24,58,noone,1,9,50,37,53,28,-25,13,-34
1617,2017-04-30,Empoli,Sassuolo,1,3,A,1,2,1856,1,1,29,36,Sassuolo,1,6,42,52,51,22,-29,-10,-7
1617,2017-04-30,Genoa,Chievo,1,2,A,2,3,1857,2,1,30,38,Chievo,2,10,36,52,57,32,-25,-16,-8
1617,2017-04-30,Inter,Napoli,0,1,A,3,3,1858,1,2,56,71,Napoli,1,11,77,35,42,63,21,42,-15
1617,2017-04-30,Palermo,Fiorentina,2,0,H,1,2,1859,0,2,16,55,Palermo,2,8,55,45,73,27,-46,10,-39
1617,2017-04-30,Roma,Lazio,1,3,A,3,2,1860,2,1,75,64,Lazio,1,7,60,38,28,74,46,22,11
1617,2017-05-06,Juventus,Torino,1,1,D,4,1,1861,3,1,84,49,noone,0,5,64,55,22,70,48,9,35
1617,2017-05-06,Napoli,Cagliari,3,1,H,3,1,1862,2,0,74,41,Napoli,2,4,47,64,35,78,43,-17,33
1617,2017-05-07,Chievo,Palermo,1,1,D,3,1,1863,1,0,41,19,noone,1,5,29,73,53,38,-15,-44,22
1617,2017-05-07,Empoli,Bologna,3,1,H,1,3,1864,1,2,29,38,Empoli,1,9,35,49,54,23,-31,-14,-9
1617,2017-05-07,Genoa,Inter,1,0,H,2,3,1865,2,1,30,56,Genoa,2,10,63,43,59,33,-26,20,-26
1617,2017-05-07,Lazio,Sampdoria,7,3,H,2,2,1866,1,2,67,46,Lazio,1,6,42,42,39,63,24,0,21
1617,2017-05-07,Milan,Roma,1,4,A,3,3,1867,1,2,59,75,Roma,0,10,75,31,38,51,13,44,-16
1617,2017-05-07,Pescara,Crotone,0,1,A,1,0,1868,1,0,14,25,Crotone,2,1,29,54,75,32,-43,-25,-11
1617,2017-05-07,Sassuolo,Fiorentina,2,2,D,2,2,1869,1,2,39,55,noone,0,8,55,47,53,45,-8,8,-16
1617,2017-05-07,Udinese,Atalanta,1,1,D,2,1,1870,2,1,43,64,noone,1,3,58,39,48,43,-5,19,-21
1617,2017-05-13,Atalanta,Milan,1,1,D,1,3,1871,1,1,65,59,noone,0,9,52,42,40,59,19,10,6
1617,2017-05-13,Fiorentina,Lazio,3,2,H,2,2,1872,2,1,56,70,Fiorentina,2,7,70,42,49,57,8,28,-14
1617,2017-05-14,Bologna,Pescara,3,1,H,3,1,1873,2,1,38,14,Bologna,0,5,32,76,52,36,-16,-44,24
1617,2017-05-14,Cagliari,Empoli,3,2,H,1,1,1874,0,1,41,32,Cagliari,1,4,26,55,67,48,-19,-29,9
1617,2017-05-14,Crotone,Udinese,1,0,H,0,2,1875,0,2,28,44,Crotone,1,7,44,49,54,30,-24,-5,-16
1617,2017-05-14,Inter,Sassuolo,1,2,A,3,2,1876,1,1,56,40,Sassuolo,1,6,47,55,44,63,19,-8,16
1617,2017-05-14,Palermo,Genoa,1,0,H,1,2,1877,0,2,20,33,Palermo,2,8,34,59,74,30,-44,-25,-13
1617,2017-05-14,Roma,Juventus,3,1,H,3,4,1878,2,3,78,85,Roma,1,12,71,23,32,79,47,48,-7
1617,2017-05-14,Sampdoria,Chievo,1,1,D,2,3,1879,2,1,46,42,noone,0,10,39,54,49,45,-4,-15,4
1617,2017-05-14,Torino,Napoli,0,5,A,1,3,1880,1,2,50,77,Napoli,2,11,81,36,56,65,9,45,-27
1617,2017-05-20,Chievo,Roma,3,5,A,3,3,1881,1,2,43,81,Roma,1,10,82,33,55,40,-15,49,-38
1617,2017-05-20,Napoli,Fiorentina,4,1,H,3,2,1882,2,2,80,59,Napoli,2,8,60,51,36,86,50,9,21
1617,2017-05-21,Empoli,Atalanta,0,1,A,1,1,1883,1,1,32,66,Atalanta,1,3,60,41,58,28,-30,19,-34
1617,2017-05-21,Genoa,Torino,2,1,H,2,1,1884,2,1,33,50,Genoa,2,5,65,61,60,34,-26,4,-17
1617,2017-05-21,Juventus,Crotone,3,0,H,4,0,1885,3,0,85,31,Juventus,0,1,31,54,26,72,46,-23,54
1617,2017-05-21,Lazio,Inter,1,3,A,2,3,1886,1,1,70,56,Inter,1,10,64,46,45,72,27,18,14
1617,2017-05-21,Milan,Bologna,3,0,H,3,3,1887,1,2,60,41,Milan,0,9,39,53,43,53,10,-14,19
1617,2017-05-21,Sassuolo,Cagliari,6,2,H,2,1,1888,1,0,43,44,Sassuolo,0,4,51,69,56,49,-7,-18,-1
1617,2017-05-21,Udinese,Sampdoria,1,1,D,2,2,1889,2,2,44,47,noone,1,6,46,50,50,44,-6,-4,-3
1617,2017-05-22,Pescara,Palermo,2,0,H,1,1,1890,1,0,14,23,Pescara,2,5,31,74,79,33,-46,-43,-9
1617,2017-05-27,Atalanta,Chievo,1,0,H,1,3,1891,1,1,69,43,Atalanta,0,10,43,60,41,61,20,-17,26
1617,2017-05-27,Bologna,Juventus,1,2,A,3,4,1892,2,3,41,88,Juventus,0,12,75,26,56,39,-17,49,-47
1617,2017-05-28,Cagliari,Milan,2,1,H,1,3,1893,0,1,44,63,Cagliari,1,9,56,43,75,53,-22,13,-19
1617,2017-05-28,Crotone,Lazio,3,1,H,0,2,1894,0,1,31,70,Crotone,1,7,73,48,57,31,-26,25,-39
1617,2017-05-28,Fiorentina,Pescara,2,2,D,2,1,1895,2,1,59,17,noone,2,5,35,79,55,61,6,-44,42
1617,2017-05-28,Inter,Udinese,5,2,H,3,2,1896,1,2,59,45,Inter,1,7,45,51,47,67,20,-6,14
1617,2017-05-28,Palermo,Empoli,2,1,H,1,1,1897,0,1,23,32,Palermo,2,4,28,59,76,31,-45,-31,-9
1617,2017-05-28,Roma,Genoa,3,2,H,3,2,1898,2,2,84,36,Roma,1,8,36,61,36,87,51,-25,48
1617,2017-05-28,Sampdoria,Napoli,2,4,A,2,3,1899,2,2,48,83,Napoli,0,11,90,37,51,47,-4,53,-35
1617,2017-05-28,Torino,Sassuolo,5,3,H,1,2,1900,1,1,50,46,Torino,2,6,55,58,63,66,3,-3,4
1718,2017-08-19,Juventus,Cagliari,3,0,H,0,0,1901,0,0, , ,Juventus, , , , , , ,0,0,
1718,2017-08-19,Verona,Napoli,1,3,A,0,0,1902,0,0, , ,Napoli, , , , , , ,0,0,
1718,2017-08-20,Atalanta,Roma,0,1,A,0,0,1903,0,0, , ,Roma, , , , , , ,0,0,
1718,2017-08-20,Bologna,Torino,1,1,D,0,0,1904,0,0, , ,noone, , , , , , ,0,0,
1718,2017-08-20,Crotone,Milan,0,3,A,0,0,1905,0,0, , ,Milan, , , , , , ,0,0,
1718,2017-08-20,Inter,Fiorentina,3,0,H,0,0,1906,0,0, , ,Inter, , , , , , ,0,0,
1718,2017-08-20,Lazio,Spal,0,0,D,0,0,1907,0,0, , ,noone, , , , , , ,0,0,
1718,2017-08-20,Sampdoria,Benevento,2,1,H,0,0,1908,0,0, , ,Sampdoria, , , , , , ,0,0,
1718,2017-08-20,Sassuolo,Genoa,0,0,D,0,0,1909,0,0, , ,noone, , , , , , ,0,0,
1718,2017-08-20,Udinese,Chievo,1,2,A,0,0,1910,0,0, , ,Chievo, , , , , , ,0,0,
1718,2017-08-26,Benevento,Bologna,0,1,A,0,0,1911,0,0,0,1,Bologna,0,1,1,1,2,1,-1,0,-1
1718,2017-08-26,Genoa,Juventus,2,4,A,0,1,1912,0,1,1,3,Juventus,1,3,3,0,0,0,0,3,-2
1718,2017-08-26,Roma,Inter,1,3,A,1,1,1913,1,1,3,3,Inter,0,3,3,0,0,1,1,3,0
1718,2017-08-27,Chievo,Lazio,1,2,A,1,0,1914,1,0,3,1,Lazio,0,1,0,0,1,2,1,0,2
1718,2017-08-27,Crotone,Verona,0,0,D,0,0,1915,0,0,0,0,noone,0,0,1,3,3,0,-3,-2,0
1718,2017-08-27,Fiorentina,Sampdoria,1,2,A,0,1,1916,0,1,0,3,Sampdoria,0,3,2,1,3,0,-3,1,-3
1718,2017-08-27,Milan,Cagliari,2,1,H,1,0,1917,1,0,3,0,Milan,0,0,0,3,0,3,3,-3,3
1718,2017-08-27,Napoli,Atalanta,3,1,H,1,0,1918,1,0,3,0,Napoli,0,0,0,1,1,3,2,-1,3
1718,2017-08-27,Spal,Udinese,3,2,H,0,0,1919,0,0,1,0,Spal,1,0,1,2,0,0,0,-1,1
1718,2017-08-27,Torino,Sassuolo,3,0,H,0,0,1920,0,0,1,1,Torino,1,1,0,0,1,1,0,0,0
1718,2017-09-09,Juventus,Chievo,3,0,H,2,1,1921,2,1,6,3,Juventus,0,3,3,3,2,7,5,0,3
1718,2017-09-10,Atalanta,Sassuolo,2,1,H,0,0,1922,0,0,0,1,Atalanta,0,1,0,3,4,1,-3,-3,-1
1718,2017-09-10,Benevento,Torino,0,1,A,0,1,1923,0,1,0,4,Torino,0,4,4,1,3,1,-2,3,-4
1718,2017-09-10,Bologna,Napoli,0,3,A,1,2,1924,1,2,4,6,Napoli,1,6,6,2,1,2,1,4,-2
1718,2017-09-10,Cagliari,Crotone,1,0,H,0,0,1925,0,0,0,1,Cagliari,0,1,0,3,5,1,-4,-3,-1
1718,2017-09-10,Inter,Spal,2,0,H,2,1,1926,2,1,6,4,Inter,0,4,3,2,1,6,5,1,2
1718,2017-09-10,Lazio,Milan,4,1,H,1,2,1927,1,2,4,6,Lazio,1,6,5,1,1,2,1,4,-2
1718,2017-09-10,Udinese,Genoa,1,0,H,0,0,1928,0,0,0,1,Udinese,0,1,2,4,5,3,-2,-2,-1
1718,2017-09-10,Verona,Fiorentina,0,5,A,0,0,1929,0,0,1,0,Fiorentina,1,0,1,5,3,1,-2,-4,1
1718,2017-09-16,Crotone,Inter,0,2,A,0,3,1930,0,3,1,9,Inter,1,9,8,1,4,0,-4,7,-8
1718,2017-09-16,Fiorentina,Bologna,2,1,H,1,1,1931,1,1,3,4,Fiorentina,0,4,2,4,5,6,1,-2,-1
1718,2017-09-16,Roma,Verona,3,0,H,1,0,1932,1,0,3,1,Roma,0,1,1,8,3,2,-1,-7,2
1718,2017-09-17,Chievo,Atalanta,1,1,D,1,1,1933,1,1,3,3,noone,0,3,3,5,6,3,-3,-2,0
1718,2017-09-17,Genoa,Lazio,2,3,A,0,2,1934,0,2,1,7,Lazio,1,7,6,2,5,2,-3,4,-6
1718,2017-09-17,Milan,Udinese,2,1,H,2,1,1935,2,1,6,3,Milan,0,3,4,5,5,6,1,-1,3
1718,2017-09-17,Napoli,Benevento,6,0,H,3,0,1936,3,0,9,0,Napoli,0,0,1,4,2,9,7,-3,9
1718,2017-09-17,Sassuolo,Juventus,1,3,A,0,3,1937,0,3,1,9,Juventus,1,9,10,2,5,1,-4,8,-8
1718,2017-09-17,Spal,Cagliari,0,2,A,1,1,1938,1,1,4,3,Cagliari,1,3,2,5,4,3,-1,-3,1
1718,2017-09-17,Torino,Sampdoria,2,2,D,2,2,1939,2,2,7,6,noone,1,6,4,2,1,5,4,2,1
1718,2017-09-19,Bologna,Inter,1,1,D,1,4,1940,1,3,4,12,noone,1,12,10,1,6,3,-3,9,-8
1718,2017-09-20,Atalanta,Crotone,5,1,H,1,0,1941,1,0,4,1,Atalanta,1,1,0,6,6,4,-2,-6,3
1718,2017-09-20,Benevento,Roma,0,4,A,0,2,1942,0,2,0,6,Roma,0,6,5,3,10,1,-9,2,-6
1718,2017-09-20,Cagliari,Sassuolo,0,1,A,2,0,1943,1,0,6,1,Sassuolo,0,1,2,8,5,4,-1,-6,5
1718,2017-09-20,Genoa,Chievo,1,1,D,0,1,1944,0,1,1,4,noone,1,4,4,7,8,4,-4,-3,-3
1718,2017-09-20,Juventus,Fiorentina,1,0,H,4,2,1945,3,1,12,6,Juventus,0,6,8,6,3,13,10,2,6
1718,2017-09-20,Lazio,Napoli,1,4,A,3,4,1946,2,3,10,12,Napoli,1,12,15,2,4,9,5,13,-2
1718,2017-09-20,Milan,Spal,2,0,H,3,1,1947,2,1,9,4,Milan,0,4,3,6,6,8,2,-3,5
1718,2017-09-20,Udinese,Torino,2,3,A,1,2,1948,1,2,3,8,Torino,0,8,7,3,7,5,-2,4,-5
1718,2017-09-20,Verona,Sampdoria,0,0,D,0,2,1949,0,2,1,7,noone,1,7,6,4,11,1,-10,2,-6
1718,2017-09-23,Juventus,Torino,4,0,H,5,3,1950,3,2,15,11,Juventus,0,11,10,5,3,14,11,5,4
1718,2017-09-23,Roma,Udinese,3,1,H,3,1,1951,2,1,9,3,Roma,0,3,7,10,3,9,6,-3,6
1718,2017-09-23,Spal,Napoli,2,3,A,1,5,1952,1,3,4,15,Napoli,1,15,19,3,8,3,-5,16,-11
1718,2017-09-24,Cagliari,Chievo,0,2,A,2,1,1953,1,1,6,5,Chievo,0,5,5,8,6,4,-2,-3,1
1718,2017-09-24,Crotone,Benevento,2,0,H,0,0,1954,0,0,1,0,Crotone,1,0,1,14,11,1,-10,-13,1
1718,2017-09-24,Fiorentina,Atalanta,1,1,D,2,2,1955,1,1,6,7,noone,0,7,9,7,7,8,1,2,-1
1718,2017-09-24,Inter,Genoa,1,0,H,4,0,1956,3,0,13,2,Inter,1,2,5,9,2,11,9,-4,11
1718,2017-09-24,Sampdoria,Milan,2,0,H,2,4,1957,2,2,8,12,Sampdoria,2,12,10,6,4,6,2,4,-4
1718,2017-09-24,Sassuolo,Bologna,0,1,A,1,1,1958,0,1,4,5,Bologna,1,5,4,7,8,3,-5,-3,-1
1718,2017-09-24,Verona,Lazio,0,3,A,0,3,1959,0,2,2,10,Lazio,2,10,10,8,11,1,-10,2,-8
1718,2017-09-30,Genoa,Bologna,0,1,A,0,1,1960,0,1,2,8,Bologna,2,5,5,7,10,5,-5,-2,-6
1718,2017-09-30,Udinese,Sampdoria,4,0,H,1,3,1961,1,2,3,11,Udinese,0,11,8,4,13,8,-5,4,-8
1718,2017-10-01,Atalanta,Juventus,2,2,D,2,5,1962,1,3,8,18,noone,1,15,18,3,8,10,2,15,-10
1718,2017-10-01,Benevento,Inter,1,2,A,0,4,1963,0,3,0,16,Inter,0,13,12,2,16,1,-15,10,-16
1718,2017-10-01,Chievo,Fiorentina,2,1,H,1,2,1964,1,1,8,7,Chievo,2,6,9,8,8,7,-1,1,1
1718,2017-10-01,Lazio,Sassuolo,6,1,H,3,1,1965,2,0,13,4,Lazio,1,4,3,9,8,13,5,-6,9
1718,2017-10-01,Milan,Roma,0,2,A,4,4,1966,2,2,12,12,Roma,0,12,12,4,8,10,2,8,0
1718,2017-10-01,Napoli,Cagliari,3,0,H,5,2,1967,3,1,18,6,Napoli,0,6,4,8,5,22,17,-4,12
1718,2017-10-01,Spal,Crotone,1,1,D,1,0,1968,1,0,4,4,noone,1,1,3,11,11,5,-6,-8,0
1718,2017-10-01,Torino,Verona,2,2,D,3,0,1969,2,0,11,2,noone,2,2,1,14,9,10,1,-13,9
1718,2017-10-14,Juventus,Lazio,1,2,A,5,3,1970,3,2,19,16,Lazio,0,10,19,9,5,20,15,10,3
1718,2017-10-14,Roma,Napoli,0,1,A,4,5,1971,2,3,15,21,Napoli,0,15,25,5,4,14,10,20,-6
1718,2017-10-15,Bologna,Spal,2,1,H,1,1,1972,1,1,11,5,Bologna,2,4,6,12,7,6,-1,-6,6
1718,2017-10-15,Cagliari,Genoa,2,3,A,2,0,1973,1,0,6,2,Genoa,0,2,5,11,11,4,-7,-6,4
1718,2017-10-15,Crotone,Torino,2,2,D,0,3,1974,0,2,5,12,noone,1,11,12,11,12,4,-8,1,-7
1718,2017-10-15,Fiorentina,Udinese,2,1,H,2,1,1975,1,1,7,6,Fiorentina,0,3,12,13,10,10,0,-1,1
1718,2017-10-15,Inter,Milan,3,2,H,4,4,1976,3,2,19,12,Inter,1,12,10,10,3,14,11,0,7
1718,2017-10-15,Sampdoria,Atalanta,3,1,H,3,2,1977,2,1,11,9,Sampdoria,2,7,12,10,8,8,0,2,2
1718,2017-10-15,Sassuolo,Chievo,0,0,D,1,1,1978,0,1,4,11,noone,1,5,9,9,15,4,-11,0,-7
1718,2017-10-16,Verona,Benevento,1,0,H,0,0,1979,0,0,3,0,Verona,2,0,2,18,16,3,-13,-16,3
1718,2017-10-21,Napoli,Inter,0,0,D,5,4,1980,3,3,24,22,noone,0,13,17,5,5,26,21,12,2
1718,2017-10-21,Sampdoria,Crotone,5,0,H,3,0,1981,2,0,14,6,Sampdoria,2,1,6,14,9,11,2,-8,8
1718,2017-10-22,Atalanta,Bologna,1,0,H,2,1,1982,1,1,9,14,Atalanta,1,5,8,8,13,13,0,0,-5
1718,2017-10-22,Benevento,Fiorentina,0,3,A,0,2,1983,0,1,0,10,Fiorentina,0,6,12,11,19,2,-17,1,-10
1718,2017-10-22,Chievo,Verona,3,2,H,1,0,1984,1,0,12,6,Chievo,2,2,4,16,9,9,0,-12,6
1718,2017-10-22,Lazio,Cagliari,3,0,H,3,2,1985,2,1,19,6,Lazio,1,6,6,14,10,21,11,-8,13
1718,2017-10-22,Milan,Genoa,0,0,D,4,0,1986,2,0,12,5,noone,0,2,8,13,13,12,-1,-5,7
1718,2017-10-22,Spal,Sassuolo,0,1,A,1,1,1987,1,0,5,5,Sassuolo,1,4,4,15,14,7,-7,-11,0
1718,2017-10-22,Torino,Roma,0,1,A,3,4,1988,2,2,13,15,Roma,2,12,14,5,13,14,1,9,-2
1718,2017-10-22,Udinese,Juventus,2,6,A,1,5,1989,1,3,6,19,Juventus,0,15,21,7,15,13,-2,14,-13
1718,2017-10-24,Inter,Sampdoria,3,2,H,4,3,1990,3,2,23,17,Inter,1,11,16,9,5,17,12,7,6
1718,2017-10-25,Atalanta,Verona,3,0,H,2,0,1991,1,0,12,6,Atalanta,1,2,6,19,13,14,1,-13,6
1718,2017-10-25,Bologna,Lazio,1,2,A,1,3,1992,1,2,14,22,Lazio,2,10,24,10,9,8,-1,14,-8
1718,2017-10-25,Cagliari,Benevento,2,1,H,2,0,1993,1,0,6,0,Cagliari,0,0,2,22,17,6,-11,-20,6
